issued,number,name,species,breed
April 14 2008,826896,Baby Girl,Dog,"Dachshund, Standard Smooth Haired"
April 16 2008,209919,Sophie,Dog,Greyhound
April 16 2008,209920,Vilma,Dog,Greyhound
April 19 2008,210104,Sidney,Dog,Siberian Husky
April 19 2008,134937,Parker,Dog,"Retriever, Labrador"
April 19 2008,134925,Daisy,Dog,Beagle
April 25 2008,210461,Daphne,Dog,"Bulldog, English"
April 28 2008,78108,Jazz,Dog,"Terrier, American Pit Bull"
April 29 2008,210405,Mercy,Dog,Australian Shepherd
April 30 2008,827277,Izzy,Dog,"Chihuahua, Long Coat"
April 30 2008,207091,Bella,Dog,Pug
May 01 2008,277542,Honey,Dog,Chow Chow
May 02 2008,277748,Isabella,Dog,"Poodle, Toy"
May 03 2008,276462,Rosie,Dog,"Spaniel, American Cocker"
May 12 2008,277540,Jackie,Dog,"Terrier, Jack Russell"
May 19 2008,277564,Sadie,Dog,"Terrier, American Pit Bull"
May 19 2008,132201,Bella,Dog,"Retriever, Labrador"
May 22 2008,135400,Talula,Dog,"Chihuahua, Short Coat"
May 22 2008,277996,Sweeper,Dog,"Chihuahua, Short Coat"
May 23 2008,900158,Sammy,Dog,"Retriever, Labrador"
June 02 2008,126302,Cass,Dog,Pug
June 02 2008,132909,Keele,Dog,Pomeranian
June 04 2008,827677,Gwen,Dog,"Welsh Corgi, Cardigan"
June 06 2008,955593,Paprika,Dog,"Poodle, Miniature"
June 16 2008,277313,Digger,Dog,"Retriever, Golden"
June 17 2008,351689,Lexus,Dog,"Retriever, Golden"
June 30 2008,354907,Judith,Dog,"Retriever, Labrador"
July 07 2008,438115,Bella,Dog,"Terrier, American Pit Bull"
July 10 2008,43800888,Sunny,Dog,Chow Chow
July 16 2008,349108,Zpe,Dog,Australian Shepherd
July 19 2008,351852,Seiji,Dog,Rottweiler
July 21 2008,348799,Kia,Dog,Shiba Inu
July 22 2008,431888,Roxanne,Dog,"Retriever, Golden"
July 28 2008,437974,Bonny,Dog,"Terrier, Cairn"
July 28 2008,438406,Madison,Dog,Border Collie
July 30 2008,436380,Mathilda,Dog,"Retriever, Labrador"
July 31 2008,438363,Kumoja,Dog,Rottweiler
August 01 2008,579630,Bree,Dog,"Terrier, Skye"
August 02 2008,349216,Phoenix,Dog,Basenji
August 02 2008,274888,Mimi,Dog,Havanese
August 03 2008,79167,Nala,Dog,"Terrier, American Pit Bull"
August 06 2008,579762,Kona,Dog,"Retriever, Labrador"
August 06 2008,826354,Kiya,Dog,"Terrier, Yorkshire"
August 11 2008,579901,Layla,Dog,"Retriever, Labrador"
August 15 2008,426253,Miss Rosey,Dog,Maltese
August 18 2008,580041,Cleo,Dog,Pug
August 28 2008,575477,Sally,Dog,Xoloitzcuintli
August 28 2008,69829,Ella,Dog,"Terrier, American Pit Bull"
August 29 2008,352711,China,Dog,Australian Shepherd
August 29 2008,436110,Ginger,Dog,"Bulldog, French"
August 31 2008,893466,Lulu,Dog,Shih Tzu
August 31 2008,893467,Gidget,Dog,"Chihuahua, Short Coat"
September 10 2008,579350,Lizzy,Dog,Siberian Husky
September 16 2008,721975,Margo May,Dog,"Chihuahua, Short Coat"
September 17 2008,724909,Shasta,Dog,German Shepherd
September 17 2008,566802,Shadow,Dog,Border Collie
September 18 2008,437397,Genna,Dog,"Retriever, Golden"
September 22 2008,575415,Misty,Dog,"Dachshund, Miniature Smooth Haired"
September 22 2008,723221,Lola,Dog,Australian Shepherd
September 24 2008,713162,Remy,Dog,"Terrier, American Pit Bull"
October 02 2008,828101,Elke,Dog,"Retriever, Labrador"
October 14 2008,827214,Bailey,Dog,American Eskimo
October 21 2008,827654,Layla,Dog,"Retriever, Labrador"
October 27 2008,827274,Mollie,Dog,Siberian Husky
October 30 2008,436009,Sophie,Dog,Border Collie
October 30 2008,827872,Lola,Dog,"Retriever, Labrador"
October 31 2008,210813,Georgia,Dog,"Retriever, Golden"
November 01 2008,946837,Guinness,Dog,"Spaniel, English Springer"
November 02 2008,275136,Gracie,Dog,"Retriever, Labrador"
November 05 2008,577215,Lola,Dog,"Terrier, Yorkshire"
November 06 2008,900430,Isa,Dog,Belgian Sheepdog
November 06 2008,580299,Zoe,Dog,German Shepherd
November 06 2008,900448,Mellen Collie,Dog,"Terrier, American Pit Bull"
November 07 2008,827955,Paws,Dog,"Retriever, Labrador"
November 10 2008,713364,Peggy,Dog,Spaniel
November 10 2008,900583,Honey,Dog,"Setter, English"
November 12 2008,900555,Emily,Dog,"Terrier, Boston"
November 12 2008,435110,Rozwell,Dog,"Terrier, Rat"
November 19 2008,571522,Roxanne,Dog,"Terrier, American Pit Bull"
November 23 2008,900639,Heidi,Dog,"Terrier, American Pit Bull"
November 23 2008,900641,Brietta,Dog,"Retriever, Labrador"
November 23 2008,900642,Jane,Dog,Rottweiler
November 26 2008,822128,Zen,Dog,Pug
December 02 2008,79310,Sophie,Dog,"Retriever, Labrador"
December 11 2008,944581,Kayla,Dog,Australian Shepherd
December 11 2008,709149,Artor,Dog,"Dachshund, Standard Smooth Haired"
December 22 2008,894663,Luna,Dog,"Retriever, Labrador"
December 23 2008,957429,Sydney,Dog,Australian Shepherd
December 24 2008,955868,Lucy,Dog,Chinese Shar-Pei
December 24 2008,955303,Coco,Dog,Bernese Mountain Dog
December 30 2008,20070,Luna,Dog,Boxer
December 30 2008,955681,Yazmin,Dog,"Dachshund, Miniature Smooth Haired"
December 30 2008,957455,Ginger,Dog,"Spaniel, Cavalier King Charles"
December 30 2008,957456,Dolly,Dog,"Spaniel, Cavalier King Charles"
December 30 2008,827758,Lucy,Dog,"Retriever, Labrador"
January 02 2009,23901,Bella,Dog,"Retriever, Golden"
January 08 2009,20903,Willa,Dog,German Shepherd
January 11 2009,950255,Cookie,Dog,"Terrier, Jack Russell"
January 12 2009,24241,Stella,Dog,Briard
January 16 2009,822424,Irie,Dog,Chow Chow
January 16 2009,24152,Baby,Dog,"Terrier, American Pit Bull"
January 22 2009,24293,Madison,Dog,"Poodle, Toy"
January 30 2009,20338,Georgette,Dog,"Terrier, Boston"
February 02 2009,23930,Phoebe,Dog,Lhasa Apso
February 07 2009,76938,Thai,Dog,"Retriever, Labrador"
February 09 2009,79672,Bb,Dog,"Chihuahua, Short Coat"
February 09 2009,723987,Inkling,Dog,"Retriever, Labrador"
February 14 2009,76983,Chai,Dog,"Retriever, Labrador"
February 14 2009,71942,Prowler,Dog,German Shepherd
February 17 2009,580426,Summer,Dog,"Terrier, American Pit Bull"
February 20 2009,75632,Princess,Dog,"Retriever, Labrador"
February 22 2009,78763,Maddie,Dog,"Poodle, Standard"
February 22 2009,74864,Peaches,Dog,Australian Shepherd
February 23 2009,79795,Annabelle,Dog,Boxer
February 25 2009,79437,Koki,Dog,"Bulldog, French"
February 28 2009,580461,Dorris,Dog,Maltese
March 08 2009,717177,Diamond,Dog,"Terrier, American Pit Bull"
March 15 2009,75593,Zoe,Dog,Maltese
March 15 2009,120155,Lilly,Dog,"Terrier, Yorkshire"
March 16 2009,136270,Maya,Dog,"Dachshund, Standard Smooth Haired"
March 17 2009,136278,Bonnie,Dog,Australian Cattle Dog
March 18 2009,136293,Mya,Dog,"Terrier, American Pit Bull"
March 19 2009,955408,Lucy,Dog,"Retriever, Labrador"
March 21 2009,130302,Pepper,Dog,"Spaniel, American Cocker"
March 23 2009,719648,Rebel,Dog,"Dachshund, Standard Smooth Haired"
March 23 2009,23956,Aiko,Dog,"Retriever, Labrador"
March 24 2009,946689,Cookie,Dog,Spaniel
March 27 2009,76735,Foxy,Dog,Shiba Inu
March 28 2009,136389,Zamora,Dog,Australian Cattle Dog
March 30 2009,136382,Baby,Dog,Xoloitzcuintli
March 30 2009,136612,Addison,Dog,"Pointer, German Shorthaired"
March 31 2009,725413,Lava,Dog,Lhasa Apso
April 01 2009,210863,Pooky,Dog,"Retriever, Labrador"
April 01 2009,134840,Patty,Dog,"Terrier, Staffordshire Bull"
April 05 2009,134502,Freckles,Dog,German Shepherd
April 06 2009,195206,Gracie,Dog,Rottweiler
April 08 2009,210926,Gibbon,Dog,"Retriever, Golden"
April 08 2009,355113,Madison,Dog,"Retriever, Golden"
April 12 2009,195236,Bella,Dog,Newfoundland
April 15 2009,79229,Kirki,Dog,Great Dane
April 15 2009,340645,Jackie,Dog,German Shepherd
April 15 2009,199610,Hanna,Dog,Bernese Mountain Dog
April 16 2009,580462,Darby,Dog,"Retriever, Labrador"
April 18 2009,210975,Sassy,Dog,"Spaniel, American Cocker"
April 22 2009,135763,Coco,Dog,"Retriever, Golden"
April 23 2009,211183,Hana,Dog,"Terrier, Boston"
April 29 2009,211265,Lulu Belle,Dog,"Terrier, Boston"
April 29 2009,211359,Honey,Dog,"Chihuahua, Short Coat"
May 05 2009,209091,Daisy,Dog,"Collie, Rough"
May 05 2009,134496,Daisy,Dog,Xoloitzcuintli
May 06 2009,22736,Banzai,Dog,Doberman Pinscher
May 10 2009,119582,Mickey,Dog,"Terrier, Jack Russell"
May 20 2009,278627,Molly,Dog,Maltese
May 23 2009,278863,Halle,Dog,Maltese
May 24 2009,277423,Penny,Dog,"Welsh Corgi, Pembroke"
May 24 2009,279060,Audrey Hepburn,Dog,Miniature Pinscher
May 26 2009,74747,Daisy,Dog,Border Collie
May 31 2009,275508,Pepper,Dog,"Terrier, American Pit Bull"
May 31 2009,279218,Tessa,Dog,"Spaniel, English Springer"
June 01 2009,78028,Pepper,Dog,"Chihuahua, Short Coat"
June 04 2009,209036,Jenna,Dog,Shetland Sheepdog
June 04 2009,355179,Mizu,Dog,"Spaniel, Irish Water"
June 05 2009,957524,Bella,Dog,Pomeranian
June 05 2009,355566,Aspen,Dog,"Retriever, Labrador"
June 06 2009,276482,Blueberry,Dog,Chow Chow
June 07 2009,355145,Sasha,Dog,German Shepherd
June 10 2009,957544,Sassy,Dog,"Retriever, Labrador"
June 16 2009,270663,Edna,Dog,Australian Shepherd
June 18 2009,355350,Seniya,Dog,"Griffon, Brussels"
June 19 2009,352941,Ebony,Dog,"Retriever, Labrador"
June 19 2009,276128,Mazzy,Dog,Australian Cattle Dog
June 21 2009,276391,Sara,Dog,"Retriever, Labrador"
June 22 2009,340726,Jadzzia,Dog,Doberman Pinscher
June 22 2009,354491,Molly,Dog,"Terrier, Boston"
June 22 2009,957601,Zoe,Dog,Lhasa Apso
June 24 2009,352529,Phoenix,Dog,Portuguese Water Dog
June 24 2009,355712,Mabel,Dog,"Dachshund, Miniature Smooth Haired"
June 24 2009,355705,Stella,Dog,"Dachshund, Miniature Smooth Haired"
June 25 2009,355588,Azzie,Dog,"Chihuahua, Short Coat"
June 25 2009,276086,Ruby,Dog,German Shepherd
June 26 2009,136591,Freya,Dog,Australian Shepherd
June 30 2009,276186,Bella,Dog,Border Collie
July 01 2009,266067,Rieka,Dog,Weimaraner
July 05 2009,438674,Angel,Dog,"Terrier, American Pit Bull"
July 06 2009,438803,Mia,Dog,"Chihuahua, Short Coat"
July 08 2009,438922,Ebony,Dog,German Shepherd
July 11 2009,76865,Suzie,Dog,Chinese Crested
July 11 2009,275525,Mitzi,Dog,Boxer
July 11 2009,354814,Viva,Dog,Pug
July 15 2009,136646,Madeye,Dog,Australian Shepherd
July 15 2009,132419,Petunia,Dog,"Bulldog, English"
July 17 2009,438650,Kali,Dog,"Terrier, American Pit Bull"
July 18 2009,439217,Nina,Dog,"Terrier, Boston"
July 20 2009,438812,Coco,Dog,Pomeranian
July 22 2009,355892,Tia,Dog,"Retriever, Labrador"
July 29 2009,76818,Lucy Fur,Dog,"Retriever, Labrador"
July 30 2009,432636,Opal,Dog,"Terrier, American Staffordshire"
July 31 2009,339605,Tika,Dog,Portuguese Water Dog
August 01 2009,437610,Cada,Dog,"Terrier, American Pit Bull"
August 02 2009,580558,Sammy,Dog,Beagle
August 03 2009,826436,Cassie,Dog,"Retriever, Chesapeake Bay"
August 04 2009,437201,Missy,Dog,Australian Shepherd
August 05 2009,576153,Piper,Dog,"Retriever, Labrador"
August 07 2009,580760,Ruthie,Dog,"Terrier, Boston"
August 10 2009,899849,Angelina,Dog,"Dachshund, Standard Smooth Haired"
August 15 2009,437102,Kierra,Dog,Neapolitan Mastiff
August 15 2009,579150,Maisie Gray,Dog,"Retriever, Labrador"
August 17 2009,580911,Abby,Dog,"Retriever, Labrador"
August 19 2009,580699,Rosie,Dog,"Terrier, Scottish"
August 19 2009,580700,Zoey,Dog,"Terrier, Scottish"
August 20 2009,580793,Sunshine,Dog,"Terrier, Yorkshire"
August 20 2009,581025,Sally,Dog,Bichon Frise
August 21 2009,581027,Rhinestone,Dog,"Retriever, Labrador"
August 22 2009,276202,Cassandra,Dog,"Chihuahua, Short Coat"
August 23 2009,80063,Honey,Dog,"Terrier, American Pit Bull"
August 23 2009,80065,Perlita,Dog,"Chihuahua, Short Coat"
August 26 2009,276302,Penny,Dog,"Pointer, German Wirehaired"
September 01 2009,725466,Kaya,Dog,"Terrier, American Pit Bull"
September 01 2009,438628,Violet,Dog,"Spaniel, Cavalier King Charles"
September 01 2009,581207,Farley,Dog,Xoloitzcuintli
September 08 2009,576265,Denali,Dog,Rottweiler
September 12 2009,725958,Bevin,Dog,"Bulldog, American"
September 15 2009,732700,Phoebe,Dog,"Chihuahua, Short Coat"
September 16 2009,571767,Indica,Dog,Rottweiler
September 18 2009,207244,Maggie,Dog,"Terrier, Rat"
September 20 2009,721112,Harriet,Dog,"Retriever, Golden"
September 25 2009,725765,Paris,Dog,"Chihuahua, Short Coat"
September 25 2009,726030,Aki,Dog,Havanese
September 25 2009,726019,Mochi,Dog,Havanese
October 01 2009,581171,Ginger,Dog,Chow Chow
October 02 2009,726140,Baby,Dog,"Terrier, American Pit Bull"
October 08 2009,828487,Juliet,Dog,Pug
October 18 2009,577264,Myrtle,Dog,Chinese Shar-Pei
October 19 2009,579981,Katya,Dog,Beagle
October 24 2009,827447,Georgie,Dog,Shih Tzu
October 24 2009,828801,Buttons,Dog,Pomeranian
October 24 2009,572675,Georgia,Dog,"Retriever, Labrador"
October 27 2009,205208,Micki,Dog,Beagle
October 28 2009,828820,Peppercorn,Dog,"Terrier, Boston"
October 29 2009,721596,Mercedes,Dog,"Spaniel, American Cocker"
November 02 2009,723475,Sophie,Dog,"Retriever, Golden"
November 03 2009,279366,Mona,Dog,Shiba Inu
November 10 2009,899599,Chloe,Dog,German Shepherd
November 16 2009,211758,Scout,Dog,"Retriever, Labrador"
November 18 2009,354102,Mona,Dog,Shepherd
November 19 2009,354311,Ellie,Dog,Shepherd
November 20 2009,945712,Foxi,Dog,Australian Cattle Dog
November 20 2009,579946,Winchester,Dog,"Retriever, Labrador"
November 20 2009,352790,Chica,Dog,"Poodle, Toy"
November 20 2009,354127,Ocoee,Dog,"Retriever, Labrador"
November 20 2009,436781,Marlee,Dog,Portuguese Water Dog
November 23 2009,75972,Lucy,Dog,"Retriever, Labrador"
November 24 2009,889667,Mini,Dog,Shetland Sheepdog
November 25 2009,78150,Big Nose Kate,Dog,Shepherd
November 25 2009,130961,Blue,Dog,"Retriever, Labrador"
November 25 2009,898124,Posey,Dog,"Retriever, Labrador"
November 29 2009,951816,Jasper,Dog,Chinese Shar-Pei
December 01 2009,901413,Lady,Dog,Doberman Pinscher
December 01 2009,576708,Jezebel,Dog,"Retriever, Labrador"
December 02 2009,275952,Maeve,Dog,"Welsh Corgi, Pembroke"
December 02 2009,274874,Maggie,Dog,Pug
December 03 2009,899864,April,Dog,"Pointer, German Shorthaired"
December 03 2009,78411,Twinky,Dog,"Terrier, American Pit Bull"
December 07 2009,21199,Jaya,Dog,"Retriever, Labrador"
December 07 2009,266176,Maggie,Dog,"Retriever, Labrador"
December 07 2009,134431,Maya,Dog,German Shepherd
December 09 2009,827402,Lilly,Dog,"Schnauzer, Miniature"
December 09 2009,354205,Didi,Dog,"Spaniel, American Cocker"
December 09 2009,354206,Zoe,Dog,"Spaniel, American Cocker"
December 10 2009,206789,Pippi,Dog,"Vizsla, Smooth Haired"
December 11 2009,898402,Ripley,Dog,Weimaraner
December 13 2009,64122,Honey,Dog,"Retriever, Labrador"
December 15 2009,821039,Lena,Dog,Basenji
December 15 2009,958014,Olivia,Dog,Belgian Sheepdog
December 17 2009,957578,Muppet,Dog,"Terrier, Jack Russell"
December 18 2009,950371,Piper,Dog,Bouvier des Flandres
December 18 2009,954966,Suzie,Dog,"Spaniel, American Cocker"
December 20 2009,351629,Creole,Dog,Beagle
December 20 2009,351630,Sadie,Dog,German Shepherd
December 21 2009,202461,Lucy,Dog,"Retriever, Golden"
December 23 2009,958071,Bonny,Dog,"Terrier, Scottish"
December 26 2009,958084,Maggie,Dog,Beagle
December 26 2009,958085,Ruby,Dog,"Dachshund, Standard Smooth Haired"
December 26 2009,354314,Crash,Dog,"Retriever, Labrador"
December 27 2009,958096,Indiana,Dog,"Retriever, Labrador"
December 28 2009,958196,Farlina,Dog,Xoloitzcuintli
December 29 2009,722131,Jazz,Dog,Lhasa Apso
January 07 2010,24408,Shia,Dog,"Retriever, Labrador"
January 11 2010,24567,Kia,Dog,American Eskimo
January 11 2010,24142,Sable,Dog,"Terrier, American Pit Bull"
January 11 2010,24532,Belle,Dog,Shepherd
January 12 2010,271229,Malinchey,Dog,"Chihuahua, Short Coat"
January 12 2010,271242,Chicalinda,Dog,"Chihuahua, Short Coat"
January 15 2010,24575,Riley,Dog,"Retriever, Labrador"
January 15 2010,956799,Roxy,Dog,Akita
January 19 2010,422993,Minnie,Dog,Australian Shepherd
January 23 2010,889644,Amber,Dog,"Retriever, Labrador"
January 23 2010,24547,Ms Annie,Dog,"Chihuahua, Short Coat"
January 24 2010,23371,Brie,Dog,"Retriever, Labrador"
January 27 2010,23611,Mocha,Dog,Xoloitzcuintli
January 27 2010,23612,Belle,Dog,Xoloitzcuintli
January 27 2010,25900,Lola,Dog,"Retriever, Labrador"
February 03 2010,78450,Scarlett,Dog,"Spaniel, American Cocker"
February 04 2010,78443,Daisley,Dog,"Terrier, Yorkshire"
February 05 2010,956324,Sloan,Dog,Hound
February 05 2010,957539,Piper,Dog,"Retriever, Golden"
February 10 2010,78464,Fintan,Dog,"Chihuahua, Short Coat"
February 12 2010,80370,Heidi,Dog,Pomeranian
February 12 2010,80475,Tasha,Dog,"Retriever, Golden"
February 23 2010,957396,Lala,Dog,Pomeranian
February 24 2010,23200,Daisy Mae,Dog,"Poodle, Standard"
February 24 2010,957767,Belle,Dog,"Poodle, Standard"
February 24 2010,580251,Lottie,Dog,Basenji
March 01 2010,955590,Dora,Dog,"Retriever, Labrador"
March 05 2010,141134,Shelby,Dog,"Retriever, Labrador"
March 05 2010,75778,Stella,Dog,Australian Shepherd
March 05 2010,136760,Lucy,Dog,"Chihuahua, Short Coat"
March 07 2010,945571,Star,Dog,"Collie, Rough"
March 12 2010,898246,Sajea,Dog,Australian Cattle Dog
March 16 2010,437950,Bella,Dog,Miniature Pinscher
March 26 2010,137365,Hailey,Dog,"Retriever, Golden"
March 29 2010,136309,Olive,Dog,"Bulldog, French"
March 29 2010,137354,Chiquita,Dog,Pomeranian
March 31 2010,137036,Ember,Dog,Hound
March 31 2010,137035,Bailey,Dog,"Bulldog, French"
April 02 2010,435676,Winnie,Dog,Border Collie
April 02 2010,717171,Trina,Dog,"Terrier, American Pit Bull"
April 06 2010,131909,Morgana,Dog,Siberian Husky
April 06 2010,131910,Samantha,Dog,Siberian Husky
April 06 2010,211935,Daisy Fay Buchanan,Dog,"Spaniel, Cavalier King Charles"
April 08 2010,136696,Maya,Dog,Terrier
April 08 2010,135467,Lucy,Dog,"Retriever, Golden"
April 09 2010,828930,Pistol,Dog,"Retriever, Labrador"
April 09 2010,65675,Izzy,Dog,"Terrier, Staffordshire Bull"
April 11 2010,211893,Mocha,Dog,"Retriever, Labrador"
April 12 2010,212024,Darby,Dog,Bichon Frise
April 18 2010,135055,Grace,Dog,Xoloitzcuintli
April 19 2010,20988,Ginger,Dog,"Chihuahua, Short Coat"
April 21 2010,812859,Cosmo,Dog,"Retriever, Labrador"
April 21 2010,206459,Sushi,Dog,Xoloitzcuintli
April 23 2010,955207,Daisy,Dog,"Retriever, Labrador"
April 26 2010,212321,Lizzie,Dog,Xoloitzcuintli
April 27 2010,212235,Juicy,Dog,"Chihuahua, Short Coat"
April 27 2010,206289,Sage,Dog,"Retriever, Labrador"
April 28 2010,274738,Roxy,Dog,"Retriever, Golden"
April 29 2010,206697,Luna,Dog,"Retriever, Labrador"
April 30 2010,212429,Cady,Dog,Old English Sheepdog
April 30 2010,211834,Baby Girl,Dog,"Chihuahua, Short Coat"
April 30 2010,278429,Kiki,Dog,"Retriever, Golden"
May 04 2010,277484,Tess,Dog,"Retriever, Labrador"
May 06 2010,210928,Sugar,Dog,Xoloitzcuintli
May 06 2010,955028,Haley,Dog,"Spaniel, American Cocker"
May 06 2010,279550,Whiskey,Dog,Basenji
May 07 2010,277677,Chocolate,Dog,"Chihuahua, Short Coat"
May 13 2010,439932,Scout,Dog,Australian Shepherd
May 13 2010,209870,Pickle,Dog,"Dachshund, Standard Smooth Haired"
May 13 2010,210074,Emily,Dog,"Retriever, Labrador"
May 13 2010,279442,Nani,Dog,Boxer
May 13 2010,264763,Scout,Dog,"Retriever, Labrador"
May 17 2010,275535,Dusty,Dog,Shih Tzu
May 18 2010,279447,Lizzie,Dog,Bichon Frise
May 18 2010,279448,Ella,Dog,Bichon Frise
May 19 2010,279618,Maxie,Dog,Terrier
May 20 2010,279461,Cocoa,Dog,"Pointer, German Shorthaired"
May 20 2010,279484,LaLa,Dog,Pomeranian
May 21 2010,135469,PaL,Dog,"Terrier, Rat"
May 26 2010,271070,Saddy,Dog,"Welsh Corgi, Pembroke"
May 26 2010,279667,Domino,Dog,"Terrier, American Pit Bull"
May 27 2010,355254,Baby,Dog,"Terrier, American Staffordshire"
June 02 2010,355978,Molly,Dog,"Dachshund, Standard Smooth Haired"
June 03 2010,263694,Brawtsie,Dog,"Dachshund, Standard Smooth Haired"
June 06 2010,348332,Lucy,Dog,German Shepherd
June 07 2010,79527,Zoe,Dog,Pug
June 08 2010,78697,Digby,Dog,"Retriever, Golden"
June 10 2010,356172,Cosa,Dog,Akita
June 11 2010,355997,Charlotte,Dog,"Terrier, Yorkshire"
June 16 2010,356096,Princess,Dog,Shetland Sheepdog
June 18 2010,338965,Sara,Dog,"Retriever, Labrador"
June 20 2010,356401,Neptune,Dog,"Retriever, Labrador"
June 21 2010,356507,Bella,Dog,"Chihuahua, Short Coat"
June 21 2010,958276,Izzie,Dog,"Chihuahua, Long Coat"
June 24 2010,958207,Puppy,Dog,German Shepherd
June 25 2010,958209,Tegan,Dog,"Retriever, Labrador"
July 02 2010,439620,George,Dog,"Chihuahua, Short Coat"
July 02 2010,439622,Dana,Dog,Doberman Pinscher
July 03 2010,338888,Tasha,Dog,"Schnauzer, Miniature"
July 03 2010,210020,Snowflake,Dog,Terrier
July 06 2010,436943,Toong Ngen,Dog,Shih Tzu
July 07 2010,439624,Gilmore,Dog,"Terrier, American Pit Bull"
July 09 2010,349499,Stella,Dog,German Shepherd
July 09 2010,278310,Issy,Dog,Dalmatian
July 09 2010,432314,Ruby,Dog,Greyhound
July 09 2010,25255,Pinky,Dog,Bichon Frise
July 11 2010,439671,Lacey,Dog,Border Collie
July 17 2010,349465,Jesse,Dog,"Poodle, Miniature"
July 20 2010,436085,Maile,Dog,German Shepherd
July 20 2010,440170,Birdie,Dog,"Chihuahua, Short Coat"
July 22 2010,440034,Clara,Dog,"Terrier, Jack Russell"
July 22 2010,440035,Stella,Dog,Xoloitzcuintli
July 25 2010,436252,Lucy,Dog,"Retriever, Labrador"
July 27 2010,425721,Olive,Dog,German Shepherd
July 28 2010,439923,Theresa,Dog,Pomeranian
July 28 2010,440204,Roxie-Judy,Dog,"Terrier, Jack Russell"
